"","country","shape"
"88866","us","disk"
"88918",NA,"disk"
"88924","us","disk"
"88934","ca","disk"
"88938","gb","light"
"88942","gb","other"
"88963","gb","light"
"88983","gb","fireball"
"88989","us","disk"
"89028","us","disk"
"89029","ca","disk"
"89066","us","disk"
