"","datetime","city","country","shape"
"16117",2020-11-21,"billings-lockwood",NA,"disk"
"16118",2020-11-21,"las vegas","us","oval"
"16119",2020-02-14,"mcgregor range",NA,"circle"
"16120",2020-02-14,"reno","us","flash"
"16121",2020-02-14,"pomoma",NA,"light"
"16122",2020-11-21,"sioux city","us","light"
"16123",2020-07-04,"grover beach","us","diamond"
"16124",2020-11-21,"st. charles","us","other"
"16125",2020-01-31,"lexington","us","fireball"
"16126",2020-11-21,"upland","us","sphere"
"16127",2020-11-21,"san diego","us","sphere"
"16128",2020-11-21,"venice","us","sphere"
"16129",2020-03-10,"miamisburg/centerville",NA,"disk"
"16130",2020-11-21,"chicago","us","triangle"
"16131",2020-02-14,"holiday island","us","triangle"
"16132",2020-11-21,"williamsport","us","diamond"
"16133",2020-11-21,"johannesburg (south africa)",NA,"oval"
"16134",2020-11-21,"terlingua","us","fireball"
"16135",2020-11-21,"richmond","us","diamond"
"16136",2020-08-05,"paragould","us","cigar"
"16137",2020-11-21,"reno","us","formation"
"16138",2020-01-31,"bensalem","us","teardrop"
"16139",2020-01-31,"pewaukee","us","unknown"
"16140",2020-01-31,"knoxville","us","sphere"
"16141",2020-12-12,"bryan","us","other"
"16142",2020-01-31,"acworth","us","rectangle"
"16143",2020-12-12,"fulton","us","unknown"
"16144",2020-12-12,"crystal beach","us","unknown"
"16145",2020-01-31,"vieux fort",NA,"egg"
"16146",2020-12-12,"tarpon springs","us","sphere"
"16147",2020-01-10,"holts summit","us","disk"
"16148",2020-01-31,"sarasota","us","triangle"
"16149",2020-01-31,"wirral (merseyside)(uk/wales)",NA,"other"
"16150",2020-12-12,"rotonda west",NA,"formation"
"16151",2020-12-12,"sumner","us","formation"
"16152",2020-01-24,"subotica",NA,NA
"16153",2020-01-31,"deerfield beach","us","oval"
"16154",2020-12-12,"shady side","us","light"
"16155",2020-01-31,"davis","us","triangle"
"16156",2020-12-12,"manchester","us","sphere"
"16157",2020-01-31,"peoria","us","flash"
"16158",2020-12-12,"lawrenceville","us","cross"
"16159",2020-02-23,"south bend","us","sphere"
"16160",2020-11-04,"yakima","us","chevron"
"16161",2020-11-04,"boulder","us","fireball"
"16162",2020-01-24,"bonita","us","light"
"16163",2020-01-24,"doncaster (uk/england)","gb","triangle"
"16164",2020-11-04,"upland","us","circle"
"16165",2020-11-19,"brampton (canada)","ca","flash"
"16166",2020-01-24,"quebeck","us","triangle"
"16167",2020-11-19,"albuquerque","us","unknown"
"16168",2020-11-04,"laguna hills","us","sphere"
"16169",2020-11-19,"north hollywood","us","rectangle"
"16170",2020-11-04,"north hollywood","us","rectangle"
"16171",2020-11-04,"pretoria (south africa)",NA,"light"
"16172",2020-01-24,"manchester","us","cigar"
"16173",2020-01-24,"laguna niguel","us","circle"
"16174",2020-11-19,"lakewood","us","light"
"16175",2020-01-24,"underhill","us","light"
"16176",2020-05-13,"fort mill","us","light"
"16177",2020-01-24,"medicine park","us","circle"
"16178",2020-11-19,"ranchos de taos","us","fireball"
"16179",2020-11-19,"thomaston","us","light"
"16180",2020-11-19,"myrtle beach","us","formation"
"16181",2020-11-19,"sanford","us","disk"
"16182",2020-01-24,"spartanburg","us","light"
"16183",2020-01-24,"west palm beach","us","oval"
"16184",2020-11-04,"cheshire (uk/england)","gb","sphere"
"16185",2020-11-19,"anchorage","us","light"
"16186",2020-11-04,"boulder","us","triangle"
"16187",2020-11-19,"clearwater","us","light"
"16188",2020-11-19,"renton","us","light"
"16189",2020-01-24,"dallas","us","light"
"16190",2020-11-19,"burnsville","us","circle"
"16191",2020-11-19,"peru","us","light"
"16192",2020-11-19,"willowick","us","other"
"16193",2020-11-19,"loveland","us","sphere"
"16194",2020-11-19,"woodstock","us","fireball"
"16195",2020-01-24,"fort cobb","us","cigar"
"16196",2020-11-19,"matawan","us","light"
"16197",2020-01-24,"bremerton","us","circle"
"16198",2020-01-24,"darien","us","fireball"
"16199",2020-01-24,"woodstock","us","light"
"16200",2020-01-24,"prescott valley","us","light"
"16201",2020-02-04,"milwaukee","us","triangle"
"16202",2020-02-04,"perris","us","light"
"16203",2020-02-04,"bradford (uk/england)","gb","circle"
"16204",2020-11-11,"new albany","us","rectangle"
"16205",2020-11-11,"beaver falls","us","light"
"16206",2020-02-04,"rancho cucamonga","us","sphere"
"16207",2020-11-11,"durham","us","circle"
"16208",2020-02-04,"thomaston","us","oval"
"16209",2020-10-03,"pascoag","us","light"
"16210",2020-11-11,"minneapolis","us","other"
"16211",2020-02-04,"broadway","us","changing"
"16212",2020-02-04,"scottsdale","us","fireball"
"16213",2020-02-04,"waukegan","us","other"
"16214",2020-11-11,"jackson","us","unknown"
"16215",2020-11-11,"notre-dame-de l&#39ile-perrot (canada)",NA,"other"
"16216",2020-11-11,"mount clemens","us","triangle"
"16217",2020-11-11,"mt. orab","us","light"
"16218",2020-11-11,"napa","us","circle"
"16219",2020-11-11,"west oakland","us","changing"
"16220",2020-11-11,"north topsail beach","us","unknown"
"16221",2020-12-05,"albuquerque","us","light"
"16222",2020-11-20,"bracknell (uk/england)","gb","light"
"16223",2020-02-04,"maricopa","us","light"
"16224",2020-11-11,"salt lake city","us","circle"
"16225",2020-11-11,"escondido","us","unknown"
"16226",2020-11-11,"clearlake","us","triangle"
"16227",2020-02-04,"lewiston","us","light"
"16228",2020-11-11,"clarksville","us","changing"
"16229",2020-11-11,"clarksville","us","cigar"
"16230",2020-11-20,"mt. vernon","us","oval"
"16231",2020-02-04,"canberra (australia)","au","triangle"
"16232",2020-02-04,"muskegon","us","circle"
"16233",2020-11-11,"niskayuna","us","other"
"16234",2020-11-11,"duluth","us","light"
"16235",2020-11-11,"key largo","us","triangle"
"16236",2020-11-11,"west columbia","us","cigar"
"16237",2020-11-11,"clearwater","us","triangle"
"16238",2020-02-04,"north eastham","us","light"
"16239",2020-11-11,"north st. paul",NA,"fireball"
"16240",2020-11-11,"raleigh","us","triangle"
"16241",2020-01-16,"belgrade (serbia)",NA,"unknown"
"16242",2020-01-16,"myrtle beach","us","circle"
"16243",2020-01-16,"flossmoor","us","triangle"
"16244",2020-01-24,"angleton","us","flash"
"16245",2020-01-16,"palestine","us","triangle"
"16246",2020-01-24,"yates center","us","light"
"16247",2020-01-16,"mumbai (india)",NA,"light"
"16248",2020-01-16,"west kelowna (canada)","ca","other"
"16249",2020-01-16,"surfside beach","us","unknown"
"16250",2020-01-16,"eureka","us","other"
"16251",2020-01-24,"fredonia","us","light"
"16252",2020-01-16,"roanoke","us","light"
"16253",2020-01-16,"waimanalo","us","fireball"
"16254",2020-01-24,"salinas (puerto rico)",NA,"triangle"
"16255",2020-01-16,"seattle (shoreline district)","us","light"
"16256",2020-01-16,"kimberly","us","fireball"
"16257",2020-01-16,"talkitna",NA,NA
"16258",2020-02-14,"yokahama (japan)",NA,"disk"
"16259",2020-10-31,"santa monica",NA,"light"
"16260",2020-08-28,"bristol","us","disk"
"16261",2020-07-22,"jacksonville","us","light"
"16262",2020-04-16,"fort smith",NA,"circle"
"16263",2020-02-14,"ft. smith",NA,"unknown"
"16264",2020-02-24,"forbes afb",NA,"disk"
"16265",2020-12-23,"el  escorial (spain)",NA,"circle"
"16266",2020-03-02,"nacaome (honduras)",NA,"oval"
"16267",2020-03-19,"anjean","us","oval"
"16268",2020-02-12,"memramcook (canada)","ca","other"
"16269",2020-11-03,"buford","us","disk"
"16270",2020-01-31,"butte","us","rectangle"
"16271",2020-12-02,"miami","us","sphere"
"16272",2020-04-16,"beardstown","us","light"
"16273",2019-04-02,"hemet","us","cylinder"
"16274",2020-10-12,"turin&#44 northern italy",NA,"triangle"
"16275",2020-09-28,"malmstrom afb",NA,"unknown"
"16276",2020-11-26,"terre haute","us","disk"
"16277",2020-12-16,"puerto rico",NA,"disk"
"16278",2020-04-18,"winslow","us","fireball"
"16279",2020-02-12,"cairo","us","triangle"
"16280",2020-04-16,"pipestone","us","sphere"
"16281",2020-02-18,"miami","us","light"
"16282",2020-03-11,"springfield","us","unknown"
"16283",2020-04-27,"orchard lake","us","rectangle"
"16284",2020-06-12,"thousand oaks","us","changing"
"16285",2020-01-10,"dingman&#39s ferry",NA,"light"
"16286",2020-01-11,"scottsbluff county (rural; western)","us","chevron"
"16287",2019-02-16,"los angeles","us","fireball"
"16288",2020-07-28,"clines corners/tijeras (between)",NA,"triangle"
"16289",2020-04-16,"salt lake city","us","triangle"
"16290",2020-10-08,"toronto (canada)","ca","disk"
"16291",2020-01-17,"albany","us","disk"
"16292",2020-07-25,"garland","us","light"
"16293",2020-11-21,"pittsburgh (north of)","us","oval"
"16294",2020-02-24,"davenport","us","cigar"
"16295",2020-02-01,"colorado springs","us","triangle"
"16296",2020-02-14,"canberra (australia)","au","disk"
"16297",2020-08-07,"long beach","us","triangle"
"16298",2020-12-05,"amherst (canada)","ca","formation"
"16299",2020-02-23,"atlantic ocean (canada/iceland&#44 midway between)",NA,"light"
"16300",2020-09-28,"wampum","us","circle"
"16301",2020-01-11,"mcgrady (wilkes county)","us","changing"
"16302",2020-11-26,"sunbury","us","unknown"
"16303",2020-10-08,"south gate","us","cylinder"
"16304",2020-01-17,"south yarmouth","us","circle"
"16305",2020-12-19,"ojai","us","unknown"
"16306",2020-09-02,"australia",NA,"disk"
"16307",2020-12-02,"elkader","us","other"
"16308",2020-07-30,"little rock (northwest of)","us","other"
"16309",2020-10-31,"vandalia","us","triangle"
"16310",2019-11-30,"groom lake",NA,"egg"
"16311",2020-10-30,"wenatchee","us","changing"
"16312",2020-02-18,"san bernardino","us",NA
"16313",2020-03-04,"platteville","us","disk"
"16314",2020-08-19,"hiawassee","us","triangle"
"16315",2020-12-05,"melvin","us","disk"
"16316",2020-05-14,"deseronto (canada)","ca","triangle"
"16317",2020-08-28,"sydney (canada)","ca","light"
"16318",2020-12-23,"south pacific (243 miles above)",NA,"disk"
"16319",2020-06-03,"buena park","us","sphere"
"16320",2020-09-17,"willingboro","us","unknown"
"16321",2020-02-16,"new church","us","sphere"
"16322",2020-10-30,"puebla (mexico)",NA,"circle"
"16323",2020-08-28,"brisbane (qld&#44 australia)","au","formation"
"16324",2020-05-24,"canadian","us","triangle"
"16325",2020-01-17,"battle creek","us","light"
"16326",2020-11-20,"dillon","us","sphere"
"16327",2019-08-10,"hwy i-40 (west of flagstaff)",NA,"oval"
"16328",2020-10-08,"alston","us","triangle"
"16329",2020-01-31,"acton","us","unknown"
"16330",2019-11-02,"lexington","us",NA
"16331",2020-06-18,"blythe","us","light"
"16332",2019-11-02,"mckinleyville","us",NA
"16333",2020-02-18,"flint","us","triangle"
"16334",2020-08-07,"mount carroll","us","triangle"
"16335",2019-11-02,"gorham","us",NA
"16336",2020-11-26,"kirksville","us","sphere"
"16337",2019-11-02,"morton","us",NA
"16338",2020-02-01,"plymouth meeting","us","rectangle"
"16339",2019-11-02,"champaign","us",NA
"16340",2020-03-31,"cleburne","us","triangle"
"16341",2019-11-02,"mascoutah","us",NA
"16342",2019-11-02,"poulsbo","us",NA
"16343",2019-11-30,"panama city beach","us","circle"
"16344",2020-12-23,"hill city","us","oval"
"16345",2020-11-03,"spanaway","us",NA
"16346",2019-03-07,"loredo/eagle pass (between)",NA,"formation"
"16347",2020-06-12,"birmingham (huffman/centerpoint)","us","teardrop"
"16348",2020-11-28,"columbia","us","light"
"16349",2020-02-12,"mankato/lake crystal",NA,"sphere"
"16350",2020-02-18,"calabash","us","oval"
"16351",2019-03-07,"macon","us","disk"
"16352",2020-09-01,"circleville","us","disk"
"16353",2020-01-29,"pico rivera/paramount",NA,"oval"
"16354",2019-03-07,"long beach","us","egg"
"16355",2020-03-21,"millsboro","us","triangle"
"16356",2020-08-05,"alturas","us","disk"
"16357",2020-02-25,"ellensburg (? on a pass just pass&#44 just east of)","us","fireball"
"16358",2020-09-02,"neshanic station","us","light"
"16359",2020-12-19,"new york city (manhattan)","us","formation"
"16360",2020-12-03,"punta gorda","us","triangle"
"16361",2019-03-07,"lake city","us","light"
"16362",2020-09-17,"daytona beach","us","light"
"16363",2020-03-16,"alaska (remote)",NA,"disk"
"16364",2019-11-19,"van nuys","us","sphere"
"16365",2019-11-19,"burbank","us","fireball"
"16366",2019-03-07,"grants pass","us","triangle"
"16367",2020-08-28,"fargo","us","fireball"
"16368",2020-05-24,"kelvedon hatch (uk/england)","gb","triangle"
"16369",NA,NA,NA,NA
"16370",NA,NA,NA,NA
"16371",2019-11-19,"burien/seatac",NA,"flash"
"16372",2019-11-09,"santa rosa","us",NA
"16373",2019-11-09,"hauppauge","us","disk"
"16374",2020-12-02,"melbourne (tullarmarine) (vic&#44 australia)","au","light"
"16375",2019-08-10,"montgomery","us","sphere"
"16376",2019-10-02,"beaumont","us","unknown"
"16377",2020-12-02,"calgary (canada)","ca","diamond"
"16378",2019-11-09,"burlingame/san mateo (between)",NA,"changing"
"16379",2019-04-02,"owings mills","us","other"
"16380",2020-10-12,"plymouth","us","triangle"
"16381",2019-02-16,"canon city","us","formation"
"16382",2019-02-16,"canon city","us","light"
"16383",2020-05-24,"santa clara","us","rectangle"
"16384",2019-11-09,"raleigh","us","disk"
"16385",2019-11-17,"carbondale","us","disk"
"16386",2019-11-09,"rancho santa margarita","us","chevron"
"16387",2020-09-02,"contocook",NA,"unknown"
"16388",2019-06-23,"dunkirk","us","other"
"16389",2019-08-10,"lancaster (near edwards air force base)","us","light"
"16390",2020-07-30,"stevens pass",NA,"triangle"
"16391",2019-11-09,"springfield (14 mi. s of&#44 near highlandville)","us","fireball"
"16392",2019-02-16,"lanoka harbor","us","diamond"
"16393",2019-04-02,"olean","us","fireball"
"16394",2020-11-20,"fair oaks  (facing east look straight up)","us","diamond"
"16395",2019-02-16,"stevenage&#44 herts (uk/england)",NA,"fireball"
"16396",2020-06-12,"hillsborough","us","oval"
"16397",2020-12-02,"peoria","us","circle"
"16398",2020-01-22,"monroe (fairfield county)","us",NA
"16399",2020-02-18,"plantation","us","teardrop"
"16400",2020-12-02,"kelowna (canada)","ca","circle"
"16401",2020-12-02,"fort wayne","us","formation"
"16402",2020-01-22,"longview","us","cigar"
"16403",2020-02-27,"st. louis","us","unknown"
"16404",2020-01-22,"keystone heights","us","circle"
"16405",2020-01-22,"skowhegan","us","oval"
"16406",2020-04-15,"houston","us","triangle"
"16407",2020-01-10,"lake charles","us","light"
"16408",2020-04-01,"lake macquarie (nsw&#44 australia)",NA,"circle"
"16409",2020-09-17,"karachi (pakistan)",NA,"light"
"16410",2020-01-22,"channelview","us","unknown"
"16411",2020-03-19,"milton","us","light"
"16412",2020-10-30,"west fargo","us","sphere"
"16413",2020-12-02,"kalamazoo","us","circle"
"16414",2020-10-31,"houghton lake","us","flash"
"16415",2020-02-05,"elgin (uk/scotland)","gb",NA
"16416",2020-08-05,"iowa city","us","formation"
"16417",2020-02-22,"chester","us","rectangle"
"16418",2020-01-29,"bristol","us","disk"
"16419",2020-11-20,"gulfport","us","disk"
"16420",2020-07-01,"glasgow (near) (uk/scotland)","gb","other"
"16421",2020-02-18,"sheffield (uk/england)","gb","other"
"16422",2020-02-18,"vancouver","us","changing"
"16423",2020-02-18,"los angeles","us","light"
"16424",2020-11-20,"roseburg","us","light"
"16425",NA,NA,NA,NA
"16426",NA,NA,NA,NA
"16427",2020-11-20,"elgin","us","fireball"
"16428",2020-11-20,"glendale","us","circle"
"16429",2020-11-20,"middlesex","us","other"
"16430",2020-11-20,"richardson","us","light"
"16431",2020-11-20,"lynnwood","us","triangle"
"16432",2020-03-21,"philadelphia","us","disk"
"16433",2020-03-11,"st. albert (canada)","ca","light"
"16434",2020-02-14,"caribou","us","light"
"16435",2020-01-17,"crystal lake","us","unknown"
"16436",2020-12-23,"oklahoma city","us","other"
"16437",2020-03-19,"laporte","us","unknown"
"16438",2020-02-22,"st. petersburg","us","oval"
"16439",2020-05-15,"london (uk/england)","gb","cross"
"16440",2020-03-21,"jersey city","us","other"
"16441",2020-01-29,"jamestown (adam&#39s farm) dist.",NA,"oval"
"16442",2020-11-09,"temecula","us","light"
"16443",2020-01-29,"lake wales","us","cylinder"
"16444",2020-01-29,"lake wales","us","triangle"
"16445",2020-11-16,"multan (pakistan)",NA,"cone"
"16446",2020-01-29,"lake buena vista","us","light"
"16447",2020-01-29,"miami","us","formation"
"16448",2020-01-29,"live oak","us","disk"
"16449",2020-01-29,"sarasota","us","triangle"
"16450",2020-01-29,"port charlotte","us","formation"
"16451",2020-12-23,"sammamish","us","light"
"16452",2020-11-09,"moundridge","us","light"
"16453",2020-01-29,"hayward","us","light"
"16454",2020-04-08,"jackson","us","fireball"
"16455",2020-01-29,"gosport&#44 hants (uk/england)",NA,"circle"
"16456",2020-09-02,"chillicothe","us","unknown"
"16457",2020-07-26,"kannapolis","us","unknown"
"16458",2020-03-11,"burbank","us","light"
"16459",2020-03-21,"millville","us","circle"
"16460",2020-03-21,"grand junction","us","light"
"16461",2020-04-22,"taos","us","unknown"
"16462",2020-10-20,"simi valley","us","circle"
"16463",2020-11-26,"lewisville","us","fireball"
"16464",2020-03-21,"north judson/knox",NA,"light"
"16465",2020-03-21,"washington","us","light"
"16466",2020-11-08,"horn lake","us","fireball"
"16467",2020-03-21,"jackson","us","disk"
"16468",2020-11-11,"portland","us","circle"
"16469",2020-12-19,"esperance (australia)","au","teardrop"
"16470",2020-11-08,"burlington","us","disk"
"16471",2020-02-14,"sterling heights","us","egg"
"16472",2020-11-08,"pass christian","us","disk"
"16473",2020-03-21,"dublin (republic of ireland)",NA,"oval"
"16474",2020-11-26,"huddersfield (uk/england)","gb","triangle"
"16475",2020-03-04,"derry (republic of ireland)",NA,"cigar"
"16476",2020-11-08,"alexandria","us","unknown"
"16477",2020-05-02,"howe island (canada)",NA,"triangle"
"16478",2020-03-04,"reedsburg","us","fireball"
"16479",2020-09-28,"napa","us","chevron"
"16480",2020-11-08,"parrish","us","light"
"16481",2020-11-08,"granite falls","us","fireball"
"16482",2020-09-29,"mabank","us","oval"
"16483",2020-11-08,"st. joseph","us","other"
"16484",2020-11-08,"toronto (canada)","ca","flash"
"16485",2020-11-26,"toronto (canada)","ca","light"
"16486",2020-11-26,"weona-harrisburg-waldenburg",NA,"triangle"
"16487",2020-04-27,"regina (canada)","ca","light"
"16488",2020-12-09,"glasshouse mountains (australia)",NA,"light"
"16489",2020-12-19,"dunstable (uk/england)","gb","cigar"
